UNIPROT,gene_name,difference,significant,logpval
P04217,A1BG,2.7255367761951304,+,0.006419702425371461
P01023,A2M,2.215659311238402,+,0.026714843516918958
A8K2U0,A2ML1,-4.118657912833528,+,1.9999618914619532
Q9NRG9,AAAS,-0.758240275985925,NA,1.5516928460777746
Q86V21,AACS,-1.0000271655659545,NA,1.682702638501871
Q8N5Z0,AADAT,-0.9556396957840756,NA,1.660745700911014
Q6PD74,AAGAB,-0.14801912076782972,NA,1.1176723217279605
Q2M2I8,AAK1,0.1990434001604423,NA,0.8422287953361981
Q9H7C9,AAMDC,-0.2680905753766986,NA,1.2113703998501864
Q13685,AAMP,-0.5493329936517317,NA,1.4172230510740125
Q9Y312,AAR2,-0.6348808606524724,NA,1.4744938793675466
Q5JTZ9,AARS2,0.06253214192865533,NA,0.9501390664586694
Q9BTE6,AARSD1,-0.02959164652125267,NA,1.0236072724919212
Q9NRN7,AASDHPPT,-0.5509769740140235,NA,1.4183505407853965
Q9UDR5,AASS,1.6234610518439505,NA,0.10449088280717073
Q9NY61,AATF,-0.8306363000883312,NA,1.5938208783850443
P80404,ABAT,-1.327361922146725,NA,1.8156110106928416
O95477,ABCA1,0.4030187414077602,NA,0.6869344373583377
Q86UK0,ABCA12,-0.924404068900531,NA,1.6447240229578735
Q86UQ4,ABCA13,0.47864183807318367,NA,0.6321934490837355
Q9BZC7,ABCA2,0.3536993305390057,NA,0.7235642243633152
Q99758,ABCA3,-0.473325307194416,NA,1.3640188903792887
Q8N139,ABCA6,1.210639316424006,NA,0.22603366907009667
O94911,ABCA8,1.0951329117190884,NA,0.2734584118484965
P08183,ABCB1,0.1299962249441861,NA,0.8965694134056963
Q9NRK6,ABCB10,0.8833045598432357,NA,0.3770717407968398
Q2M3G0,ABCB5,2.675448774402591,+,0.007462927706649786
Q9NP58,ABCB6,-0.03781154833271175,NA,1.0301620632802546
O75027,ABCB7,-0.11264309889777252,NA,1.0896864855028372
Q9NUT2,ABCB8,0.7895367910310358,NA,0.42979833535886386
P33527,ABCC1,0.13657214639335336,NA,0.891368994125658
Q5T3U5,ABCC10,0.5543258229001736,NA,0.5793558808344129
Q96J66,ABCC11,-0.1891186298251251,NA,1.150000159532693
Q92887,ABCC2,0.24178688958002956,NA,0.8089452981536489
O15438,ABCC3,0.14643602856710425,NA,0.8835771871660526
O15439,ABCC4,0.8668647562203174,NA,0.38601611608027575
O15440,ABCC5,-0.6777480223205431,NA,1.502068527630834
P33897,ABCD1,-1.5675048313644626,NA,1.8830032621870374
P28288,ABCD3,-2.079087164845049,+,1.962390660399808
P61221,ABCE1,-0.6891931007696688,NA,1.5092982420978593
Q8NE71,ABCF1,-0.6513206642753907,NA,1.4851604882060783
Q9UG63,ABCF2,-0.48192979879776726,NA,1.3701441832622134
Q9NUQ8,ABCF3,-0.5312492096665217,NA,1.4047539036641923
P45844,ABCG1,0.26717565113653796,NA,0.789333922501676
Q9NUJ1,ABHD10,0.3931548592340093,NA,0.694205107789944
Q8NFV4,ABHD11,-1.1102347380010724,NA,1.7331021127730406
Q8N2K0,ABHD12,-0.56412881691235806,NA,1.4273335323052714
Q7L211,ABHD13,0.11020757243511796,NA,0.9122447569237465
Q96IU4,ABHD14B,0.31582689404472764,NA,0.7521339036333587
O95870,ABHD16A,-0.3766541674495248,NA,1.293569372487025
Q96GS6,ABHD17A,-0.7134145665114493,NA,1.5244107380128973
Q5VST6,ABHD17B,0.4638460148125574,NA,0.642758073083427
Q6PCB6,ABHD17C,0.5822734890591343,NA,0.5603824796697492
Q8WU67,ABHD3,-0.676674256374438,NA,1.501387346341116
Q8TB40,ABHD4,-0.37172222636264934,NA,1.2899003252770056
Q8WTS1,ABHD5,0.4819906869593336,NA,0.6298125620950623
Q9BV23,ABHD6,-0.235891904393054,NA,1.1864834496342407
Q8IZP0,ABI1,0.6415176702632062,NA,0.521186404128305
Q9NYB9,ABI2,0.34213057984139666,NA,0.7322526251699657
Q9P2A4,ABI3,0.2599315617268059,NA,0.7949165650736951
Q7Z7G0,ABI3BP,2.9722556068620354,+,0.002956204586115393
P00519,ABL1,0.17931563581294058,NA,0.857689870228185
O14639,ABLIM1,1.1102956261626389,NA,0.2668716572471379
Q6H8Q1,ABLIM2,1.616885130394783,NA,0.1059030787020237
O94929,ABLIM3,0.8286540115275024,NA,0.4073002156999462
Q12979,ABR,0.5971302004813271,NA,0.5504204560395527
Q9P1F3,ABRACL,-1.0642032878569017,NA,1.7127633820877741
Q9ULW3,ABT1,-1.5872325957119644,NA,1.8875400251300858
