UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,5.710259425462077,VIPER
P15336,ATF2,tf,3.599425570200845,VIPER
P18850,ATF6,tf,4.932343531444003,VIPER
Q99626,CDX2,tf,-3.875360692225877,VIPER
Q16254,E2F4,tf,6.644088853940334,VIPER
P19419,ELK1,tf,3.6033114958852406,VIPER
P03372,ESR1,tf,3.36852869997797,VIPER+PhosphoScore
Q92731,ESR2,tf,4.366622560371242,VIPER
Q01543,FLI1,tf,-2.0421832836620837,VIPER
P55317,FOXA1,rec,0,constrains
O43524,FOXO3,tf,3.141844991154414,VIPER
P98177,FOXO4,tf,2.4049826007178345,VIPER
P15976,GATA1,tf,-3.2134206500890907,VIPER
Q13547,HDAC1,tf,-2.3497957060936927,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.448636878864688,VIPER
Q16665,HIF1A,tf,4.129497585914928,VIPER
P20823,HNF1A,tf,-4.56958413474232,VIPER
P51608,MECP2,tf,-2.0973188133309737,VIPER
P01106,MYC,tf,10.45254994081042,VIPER
P04198,MYCN,tf,2.1176611976288866,VIPER
SIGNOR-C93,MYOD1_SWI_SNF_COMPLEX,tf,-2.4001266013044176,VIPER
Q13469,NFATC2,tf,-1.9611356031917675,VIPER
Q16236,NFE2L2,tf,3.592667931993575,VIPER
Q13285,NR5A1,tf,-2.5591583113164087,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,5.572455977952496,VIPER
P48382,RFX5,tf,5.405924423328036,VIPER
P84022,SMAD3,rec,0,constrains
SIGNOR-C451,SOX17_POU5F1,tf,-3.608996885440337,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-4.030990992149958,VIPER
P08047,SP1,tf,2.5212703853882705,VIPER
P42224,STAT1,tf,2.519104301892246,VIPER
P05549,TFAP2A,tf,2.1066978715486724,VIPER
Q92754,TFAP2C,tf,2.9186938224951837,VIPER
P19532,TFE3,tf,3.964654402110697,VIPER
P19484,TFEB,tf,5.123083903371129,VIPER
P04637,TP53,rec,0,constrains
Q15853,USF2,tf,3.266579400252253,VIPER
P11473,VDR,tf,2.6102357599398274,VIPER
P14921,ETS1,tf,2.31627969637351,PhosphoScore
O14896,IRF6,tf,-2.0436158299044407,PhosphoScore
P06748,NPM1,tf,2.4685295866417754,PhosphoScore
P40763,STAT3,tf,2.691307380977443,PhosphoScore
Q96GD4,AURKB,kin,-3.175956215105018,VIPER
Q8TDC3,BRSK1,kin,-2.7829672289621006,VIPER
Q8IWQ3,BRSK2,kin,-4.536882480552314,VIPER
P06493,CDK1,kin,-2.8948084326516517,VIPER
Q15131,CDK10,kin,-3.710093861385867,VIPER
P24941,CDK2,kin,-4.738463356949303,VIPER
Q8IZL9,CDK20,kin,-1.061815977064315,VIPER
Q00526,CDK3,kin,-2.5793902912463857,VIPER
Q00534,CDK6,kin,-2.8908250814220864,VIPER
P49336,CDK8,kin,2.0016572077689183,VIPER
P50750,CDK9,kin,-2.071381794179395,VIPER
O96017,CHEK2,kin,-2.4020932483566466,VIPER
P49759,CLK1,kin,-6.734176308737414,VIPER
P49760,CLK2,kin,-3.3860415438030147,VIPER
Q9HAZ1,CLK4,kin,-5.875388888473708,VIPER
SIGNOR-C83,CYCLINA2_CDK2,kin,-2.2968582649140825,VIPER
Q16829,DUSP7,phos,-2.0146108706595007,VIPER
Q9Y463,DYRK1B,kin,-2.01356346316513,VIPER
O43781,DYRK3,kin,-3.466710375808407,VIPER
P04626,ERBB2,kin,-0.9831725872456016,VIPER
P35557,GCK,kin,-2.6035750335499266,VIPER
P51617,IRAK1,kin,-3.413550555141784,VIPER
P10721,KIT,kin,-0.2310280357247604,VIPER
Q8IVT5,KSR1,kin,-2.388906584690001,VIPER
P53671,LIMK2,kin,2.151147665155565,VIPER
Q5S007,LRRK2,kin,-2.6461189296800445,VIPER
P46734,MAP2K3,kin,-2.672886345106624,VIPER
Q6ZN16,MAP3K15,kin,-3.083548921631604,VIPER
Q15759,MAPK11,kin,-0.18448850688279284,VIPER
Q9P0L2,MARK1,kin,-3.097530035140198,VIPER
Q7KZI7,MARK2,kin,-4.8969631489541845,VIPER
P27448,MARK3,kin,-3.1861528315350407,VIPER
Q96L34,MARK4,kin,-3.3528516881493786,VIPER
Q6P0Q8,MAST2,kin,2.589823762010816,VIPER
Q96GX5,MASTL,kin,-5.42004896433409,VIPER
Q86YV6,MYLK4,kin,-0.3589231887344964,VIPER
Q8NEV4,MYO3A,kin,-2.3404130278265827,VIPER
P51956,NEK3,kin,-2.433333594128122,VIPER
Q9UBE8,NLK,kin,-0.9399178563242374,VIPER
O96013,PAK4,kin,-3.8643380999375583,VIPER+PhosphoScore
Q9P286,PAK5,kin,-3.481820357070819,VIPER
Q9NQU5,PAK6,kin,-3.643387717019622,VIPER
Q15118,PDK1,kin,-2.6361517726917683,VIPER
O00444,PLK4,kin,-5.3549304420084125,VIPER
Q04759,PRKCQ,kin,-2.412332493270809,VIPER
P78527,PRKDC,kin,-2.361685419555785,VIPER
P04049,RAF1,kin,-2.4636572214032704,VIPER
O43353,RIPK2,kin,-4.815332331953126,VIPER
O75116,ROCK2,kin,-2.023564436136033,VIPER
Q9H2G2,SLK,kin,-2.101686971215137,VIPER
Q9NRH2,SNRK,kin,-2.711448432585203,VIPER
Q96SB4,SRPK1,kin,-3.057364176821661,VIPER
P78362,SRPK2,kin,-2.745617951488064,VIPER
Q9UPE1,SRPK3,kin,-3.1955371726854835,VIPER
O75716,STK16,kin,-2.71452384877988,VIPER
Q9UHD2,TBK1,kin,-3.1727167206370965,VIPER
Q9BYP7,WNK3,kin,-2.961094247772028,VIPER
Q96J92,WNK4,kin,-3.888338247977344,VIPER+PhosphoScore
Q8N5S9,CAMKK1,kin,2.630029042414648,PhosphoScore
Q9BXL7,CARD11,kin,-3.1456046699248605,PhosphoScore
P50613,CDK7,kin,-2.206360667409964,PhosphoScore
O00418,EEF2K,kin,-2.624417590924796,PhosphoScore
P27987,ITPKB,kin,-2.27814751318841,PhosphoScore
P45985,MAP2K4,rec,0,constrains
Q8TD19,NEK9,kin,2.1201611606173465,PhosphoScore
Q01813,PFKP,kin,-2.2311991959200497,PhosphoScore
Q13131,PRKAA1,kin,3.115590746251009,PhosphoScore
O94806,PRKD3,kin,-2.086366086016166,PhosphoScore
Q06124,PTPN11,phos,2.9769154750004634,PhosphoScore
P12931,SRC,kin,-2.7504213966743873,PhosphoScore
P21399,ACO1,other,2.0109836452828436,PhosphoScore
Q9UKV8,AGO2,other,2.4257793305300495,PhosphoScore
Q92974,ARHGEF2,other,-2.417453175902725,PhosphoScore
P16615,ATP2A2,other,-1.989111684844412,PhosphoScore
Q92934,BAD,other,-1.973228337844872,PhosphoScore
Q8TDN4,CABLES1,other,-1.9608440574328008,PhosphoScore
P51397,DAP,other,2.709918103148248,PhosphoScore
Q96QB1,DLC1,other,2.050223607837798,PhosphoScore
Q9UJM3,ERRFI1,other,-2.31397096839169,PhosphoScore
Q9UQC2,GAB2,other,2.006323053296339,PhosphoScore
P61978,HNRNPK,other,-2.401986036951631,PhosphoScore
P04792,HSPB1,other,2.287803053848669,PhosphoScore
P35568,IRS1,other,2.428508070281862,PhosphoScore
P27816,MAP4,other,4.906343700299313,PhosphoScore
P51149,RAB7A,other,-4.337926219691029,PhosphoScore
Q9BST9,RTKN,other,-2.8714035223067804,PhosphoScore
P06702,S100A9,other,-4.059244926576456,PhosphoScore
Q8N370,SLC43A2,other,2.669966554474278,PhosphoScore
Q16623,STX1A,other,3.226630146134261,PhosphoScore
Q9ULW0,TPX2,other,-2.3167696758294456,PhosphoScore
P13051,UNG,other,-2.0118505004859077,PhosphoScore
P46531,NOTCH1,rec,0,constraints
P42336,PIK3CA,rec,0,constraints
Q8N3U4,STAG2,rec,0,constraints
Q969H0,FBXW7,rec,0,constraints
Q9BX63,BRIP1,rec,0,constraints
P01112,HRAS,rec,0,constraints
Q9C0K0,BCL11B,rec,0,constraints
O14497,ARID1A,rec,0,constraints
P23771,GATA3,rec,0,constraints
Q9H3D4,TP63,rec,0,constraints
Q86YC2,PALB2,rec,0,constraints
Q8IXJ9,ASXL1,rec,0,constraints
Q68CP9,ARID2,rec,0,constraints
Q8N726,CDKN2A,rec,0,constraints
P42771,CDKN2A,rec,0,constraints
Q86Y01,DTX1,rec,0,constraints
Q09472,EP300,rec,0,constraints
Q15375,EPHA7,rec,0,constraints
P21860,ERBB3,rec,0,constraints
Q9UMN6,KMT2B,rec,0,constraints
Q8NEZ4,KMT2C,rec,0,constraints
P06401,PGR,rec,0,constraints
Q8IY92,SLX4,rec,0,constraints
P51532,SMARCA4,rec,0,constraints
Q13233,MAP3K1,rec,0,constraints
P60484,PTEN,rec,0,constraints
Q15911,ZFHX3,rec,0,constraints
P12830,CDH1,rec,0,constraints
P31749,AKT1,rec,0,constraints
Q93074,MED12,rec,0,constraints
Q9UMX1,SUFU,rec,0,constraints
Q96T58,SPEN,rec,0,constraints
P61769,B2M,rec,0,constraints
Q5H9F3,BCORL1,rec,0,constraints
Q04721,NOTCH2,rec,0,constraints
P46063,RECQL,rec,0,constraints
Q8WXE1,ATRIP,rec,0,constraints
Q9UM47,NOTCH3,rec,0,constraints
Q9NZ71,RTEL1,rec,0,constraints
Q9NYV4,CDK12,rec,0,constraints
Q96RK0,CIC,rec,0,constraints
Q92793,CREBBP,rec,0,constraints
Q13227,GPS2,rec,0,constraints
O75533,SF3B1,rec,0,constraints
Q6UB99,ANKRD11,rec,0,constraints
O95999,BCL10,rec,0,constraints
P49711,CTCF,rec,0,constraints
O00255,MEN1,rec,0,constraints
O60934,NBN,rec,0,constraints
Q9BYW2,SETD2,rec,0,constraints
Q9NQB0,TCF7L2,rec,0,constraints
Q9UER7,DAXX,rec,0,constraints
Q13951,CBFB,rec,0,constraints
P01116,KRAS,rec,0,constraints
O75376,NCOR1,rec,0,constraints
Q92574,TSC1,rec,0,constraints
P20936,RASA1,rec,0,constraints
O15119,TBX3,rec,0,constraints
NA,HIST1H3B,rec,0,constraints
P06400,RB1,rec,0,constraints
P46527,CDKN1B,rec,0,constraints
Q15831,STK11,rec,0,constraints
P18074,ERCC2,rec,0,constraints
Q13485,SMAD4,rec,0,constraints
Q9UIF7,MUTYH,rec,0,constraints
O43791,SPOP,rec,0,constraints
P05412,JUN,rec,0,constraints
Q8N1F7,NUP93,rec,0,constraints
P54277,PMS1,rec,0,constraints
Q15796,SMAD2,rec,0,constraints
Q9Y6K1,DNMT3A,rec,-1,constraints
Q13315,ATM,rec,0,constraints
Q01196,RUNX1,rec,0,constraints
