UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,4.081455532530971,VIPER+PhosphoScore
P15336,ATF2,tf,3.2945204568909823,VIPER
P18848,ATF4,tf,2.0309535811389248,VIPER
P18850,ATF6,tf,4.592990568677451,VIPER
P17676,CEBPB,tf,2.339674447818301,VIPER
P49711,CTCF,rec,0,constrains
Q16254,E2F4,tf,8.179650550118003,VIPER
P19419,ELK1,tf,2.170859104788346,VIPER
P03372,ESR1,tf,2.408733816747888,VIPER
Q92731,ESR2,tf,4.8390707834571245,VIPER
P55317,FOXA1,rec,0,constrains
Q08050,FOXM1,tf,2.4349005638310843,VIPER
O43524,FOXO3,tf,3.1239493245386134,VIPER
P15976,GATA1,tf,-3.1178791514883577,VIPER
P10070,GLI2,tf,-2.1969118574391966,VIPER
Q14526,HIC1,tf,-2.274712107252839,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.0780212149469257,VIPER
Q16665,HIF1A,tf,5.040683097310953,VIPER
P20823,HNF1A,tf,-3.069635598181923,VIPER
P01106,MYC,tf,11.779238490086463,VIPER
P04198,MYCN,tf,3.0159574766207324,VIPER
Q13469,NFATC2,tf,-2.347651211951198,VIPER
Q16236,NFE2L2,tf,3.759284368618824,VIPER
Q13285,NR5A1,tf,-2.3991091046231054,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,5.004263665517815,VIPER
P48382,RFX5,tf,4.867586289300592,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-2.391958612913727,VIPER
Q12772,SREBF2,tf,2.8162238326858553,VIPER
P05549,TFAP2A,tf,2.0295777731097986,VIPER
Q92754,TFAP2C,tf,3.760528226814973,VIPER
P19532,TFE3,tf,3.149203366639891,VIPER
P19484,TFEB,tf,5.051735721529654,VIPER
Q15853,USF2,tf,2.709014810652197,VIPER
P35222,CTNNB1,tf,-2.4392497372178643,PhosphoScore
Q00613,HSF1,tf,2.1025036180543606,PhosphoScore
P06400,RB1,rec,0,constrains
P04637,TP53,rec,0,constrains
P31751,AKT2,kin,1.9977659718397989,VIPER
Q13535,ATR,kin,-2.0446327955638064,VIPER
P36894,BMPR1A,kin,2.564796086592111,VIPER
Q8IWQ3,BRSK2,kin,-4.6359446124374655,VIPER
Q8N5S9,CAMKK1,kin,-5.198561987001094,VIPER
Q96RR4,CAMKK2,kin,-3.3480883212521557,VIPER+PhosphoScore
P06493,CDK1,kin,3.3708677407590866,VIPER
Q15131,CDK10,kin,6.004976540419114,VIPER
Q9NYV4,CDK12,rec,0,constrains
Q14004,CDK13,kin,5.93650221079593,VIPER
O94921,CDK14,kin,5.461014172666937,VIPER
Q00536,CDK16,kin,5.411524545273508,VIPER
Q00537,CDK17,kin,4.920901815215386,VIPER
Q07002,CDK18,kin,6.079445474313646,VIPER
Q9BWU1,CDK19,kin,4.879650065298585,VIPER
P11802,CDK4,kin,4.156094960451615,VIPER
Q00535,CDK5,kin,2.0162287379990116,VIPER
P50613,CDK7,kin,6.371562913621303,VIPER
P49336,CDK8,kin,6.108204399496378,VIPER
P50750,CDK9,kin,8.061493254779549,VIPER
O76039,CDKL5,kin,3.308467899937073,VIPER
P49759,CLK1,kin,9.53084053062394,VIPER
P49760,CLK2,kin,12.9501169579084,VIPER
P49761,CLK3,kin,9.599612345369367,VIPER
Q9HAZ1,CLK4,kin,12.819279724303458,VIPER
Q6XUX3,DSTYK,kin,-2.2117106421580903,VIPER
Q16829,DUSP7,phos,2.308488865883348,VIPER
Q13627,DYRK1A,kin,7.655304978783126,VIPER
Q9Y463,DYRK1B,kin,12.274182303807732,VIPER
Q92630,DYRK2,kin,11.311725513899496,VIPER
O43781,DYRK3,kin,12.78737382465191,VIPER
Q9NR20,DYRK4,kin,13.678939030066063,VIPER
O00418,EEF2K,kin,-3.936201325036603,VIPER+PhosphoScore
P04626,ERBB2,kin,-1.8721775397679208,VIPER+PhosphoScore
P43250,GRK6,kin,2.0374151777883966,VIPER
P49840,GSK3A,kin,6.558360221824031,VIPER
P49841,GSK3B,kin,4.616873245393452,VIPER
Q86Z02,HIPK1,kin,7.713606235746514,VIPER
Q9H2X6,HIPK2,kin,10.419951851212245,VIPER
Q9H422,HIPK3,kin,6.531924130321754,VIPER
Q8NE63,HIPK4,kin,7.144491066708653,VIPER
P57058,HUNK,kin,-6.160026685863534,VIPER
P51617,IRAK1,kin,-3.821821555385028,VIPER
Q8IVT5,KSR1,kin,1.9912320923242817,VIPER
P20794,MAK,kin,3.364176074304136,VIPER
O43283,MAP3K13,kin,2.852389547035969,VIPER
Q6ZN16,MAP3K15,kin,-3.173353385319979,VIPER
Q16539,MAPK14,kin,3.974343934949716,VIPER
Q9P0L2,MARK1,kin,-5.208675011862207,VIPER
Q7KZI7,MARK2,kin,-4.844492179574754,VIPER
P27448,MARK3,kin,-4.005140469184108,VIPER
Q96L34,MARK4,kin,-4.620880458844641,VIPER
Q6P0Q8,MAST2,kin,-8.009160959247769,VIPER
Q9UQ07,MOK,kin,3.523510991494686,VIPER
P00540,MOS,kin,2.590232808226271,VIPER
Q8NEV4,MYO3A,kin,-2.6116378927874253,VIPER
Q96PY6,NEK1,kin,-4.694679554052,VIPER
Q8NG66,NEK11,kin,-2.5325911288576974,VIPER
P51955,NEK2,kin,-2.6690892799886683,VIPER
P51957,NEK4,kin,-3.91527011453329,VIPER
Q6P3R8,NEK5,kin,-3.5839822153904692,VIPER
Q8TDX7,NEK7,kin,-5.309495081061119,VIPER
Q86SG6,NEK8,kin,-3.0967952780402337,VIPER
Q8TD19,NEK9,kin,-6.450838093900145,VIPER
Q9UBE8,NLK,kin,3.3119457030132886,VIPER
Q9BXM7,PINK1,kin,2.0456980914294087,VIPER
P53350,PLK1,kin,-3.5245202831239033,VIPER
O00444,PLK4,kin,-4.268452637480121,VIPER
Q9Y478,PRKAB1,kin,-2.3308297790509194,VIPER
P54619,PRKAG1,kin,-2.67785446941418,VIPER
Q9UGJ0,PRKAG2,kin,-2.596301481261914,VIPER
Q9UGI9,PRKAG3,kin,-2.668209884779735,VIPER
