UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,2.096256860545574,VIPER+PhosphoScore
P18848,ATF4,tf,2.035569379572826,VIPER
P18850,ATF6,tf,4.505142535610552,VIPER
Q99626,CDX2,tf,-4.277512671445483,VIPER
Q01094,E2F1,tf,2.6740338323331483,VIPER
Q14209,E2F2,tf,2.672110999922963,VIPER
O00716,E2F3,tf,2.892648086102458,VIPER
Q16254,E2F4,tf,10.947535141070796,VIPER
P19419,ELK1,tf,2.783427025914753,VIPER
Q92731,ESR2,tf,3.5904397090421636,VIPER
P14921,ETS1,tf,2.5397865556566237,VIPER
P15407,FOSL1,tf,2.0534423757181384,VIPER
Q08050,FOXM1,tf,1.9979421934274544,VIPER
P15976,GATA1,tf,-2.7725677563030087,VIPER
P10070,GLI2,tf,-2.257986743279838,VIPER
Q14526,HIC1,tf,-2.362402137524385,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.562784581251781,VIPER
Q16665,HIF1A,tf,4.521619816290411,VIPER
P20823,HNF1A,tf,-5.563741725299481,VIPER
P05412,JUN,rec,0,constrains
P01106,MYC,tf,12.511528168650742,VIPER
P04198,MYCN,tf,3.8926812815555696,VIPER
Q16236,NFE2L2,tf,4.4795215711752725,VIPER
SIGNOR-C13,NFKB_P65_P50,tf,2.2534306595326288,VIPER
P19838,NFKB1,tf,3.4844760569292403,VIPER
P23511,NFYA,tf,2.4716546738965692,VIPER
Q13285,NR5A1,tf,-3.793462206621604,VIPER
Q04206,RELA,tf,3.993752075742534,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,5.5907788595238745,VIPER
P48382,RFX5,tf,5.5129606520616585,VIPER
Q13761,RUNX3,tf,-2.098740126654192,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.0166772458902904,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.7653802309382054,VIPER
P08047,SP1,tf,2.625652441697791,VIPER
Q12772,SREBF2,tf,2.039107930720679,VIPER
P42224,STAT1,tf,4.443964806632065,VIPER
P40763,STAT3,tf,3.5387090809350132,VIPER
P05549,TFAP2A,tf,2.050323758257391,VIPER
P19532,TFE3,tf,3.992654687950813,VIPER
P19484,TFEB,tf,4.13756933028367,VIPER
P04637,TP53,rec,-1,constrains
P11473,VDR,tf,1.9828346713091405,VIPER
P46937,YAP1,tf,2.850914261070955,VIPER
P03372,ESR1,tf,-4.652568271294034,PhosphoScore
Q2M2I8,AAK1,kin,3.871402921219522,VIPER
P27037,ACVR2A,kin,-6.030551743215723,VIPER
Q13705,ACVR2B,kin,-6.820926275408915,VIPER
O14874,BCKDK,kin,-2.9397831229769427,VIPER
P36894,BMPR1A,kin,-4.736223872968776,VIPER
O00238,BMPR1B,kin,-5.5331550634992155,VIPER
Q13873,BMPR2,kin,-4.94339192467833,VIPER
Q8TDC3,BRSK1,kin,-2.54769988507287,VIPER
Q8IWQ3,BRSK2,kin,-3.514572854721964,VIPER
Q13554,CAMK2B,kin,-1.0803417485005222,VIPER
O00311,CDC7,kin,-2.845877549097711,VIPER
P06493,CDK1,kin,13.917088505696473,VIPER
Q15131,CDK10,kin,10.20514802346481,VIPER
Q9NYV4,CDK12,rec,0,constrains
Q14004,CDK13,kin,6.382739036849541,VIPER
O94921,CDK14,kin,6.647735282722895,VIPER
Q00536,CDK16,kin,8.320151535021559,VIPER
Q00537,CDK17,kin,8.56229170055223,VIPER
Q07002,CDK18,kin,6.556800610821473,VIPER
Q9BWU1,CDK19,kin,6.494597595734373,VIPER
P24941,CDK2,kin,15.896608023813869,VIPER
Q00526,CDK3,kin,12.62820535416237,VIPER
P11802,CDK4,kin,11.406643878921331,VIPER
Q00535,CDK5,kin,11.795011802922454,VIPER
SIGNOR-C144,CDK5_CDK5R1,kin,3.522437209285157,VIPER
Q00534,CDK6,kin,15.70817809122424,VIPER
P50613,CDK7,kin,7.909125540624404,VIPER
P49336,CDK8,kin,7.869236936076093,VIPER
P50750,CDK9,kin,6.773163236307607,VIPER
P49759,CLK1,kin,2.907064012456298,VIPER
P49760,CLK2,kin,2.941498830453188,VIPER
P49761,CLK3,kin,3.5948941415283215,VIPER
P68400,CSNK2A1,kin,-3.0370445746066728,VIPER
P19784,CSNK2A2,kin,-2.9578767928744707,VIPER
SIGNOR-C18,CYCLIND_CDK4,kin,2.870985008731698,VIPER
Q6XUX3,DSTYK,kin,-6.912151683899347,VIPER
Q9BY84,DUSP16,phos,2.019623819568781,VIPER
Q13627,DYRK1A,kin,2.6843700469671146,VIPER
Q9Y463,DYRK1B,kin,4.940469830011865,VIPER
Q92630,DYRK2,kin,3.6227868014273112,VIPER
Q9NR20,DYRK4,kin,4.437286638790686,VIPER
P04626,ERBB2,kin,-2.0167179562734328,VIPER+PhosphoScore
Q15835,GRK1,kin,-2.7428040277641736,VIPER
P25098,GRK2,kin,-2.4744973142021895,VIPER
P35626,GRK3,kin,-3.233494909899562,VIPER
P32298,GRK4,kin,-7.115500533466198,VIPER
P49840,GSK3A,kin,3.914411159324889,VIPER
P49841,GSK3B,kin,3.170991312128718,VIPER
Q86Z02,HIPK1,kin,2.0356733765176176,VIPER
Q9H2X6,HIPK2,kin,2.433720155531469,VIPER
P57058,HUNK,kin,-6.208718819956313,VIPER
Q14164,IKBKE,kin,-1.990762649986292,VIPER
Q9NWZ3,IRAK4,kin,-5.253081717073903,VIPER
Q8IVT5,KSR1,kin,2.2046392654185305,VIPER
P45985,MAP2K4,rec,0,constrains
P52564,MAP2K6,kin,-2.1244858231450308,VIPER
Q99558,MAP3K14,kin,2.4513153578364637,VIPER
P28482,MAPK1,kin,3.759788447850056,VIPER
P27361,MAPK3,kin,2.281896184147597,VIPER
P45984,MAPK9,kin,2.824549538433262,VIPER
Q9P0L2,MARK1,kin,-5.512086870782264,VIPER
Q7KZI7,MARK2,kin,-6.674975140896584,VIPER
P27448,MARK3,kin,-6.3242909027698015,VIPER
Q96L34,MARK4,kin,-6.832167975823815,VIPER
Q6P0Q8,MAST2,kin,-7.24625814851861,VIPER
Q14680,MELK,kin,-3.3467416389696663,VIPER
Q9HBH9,MKNK2,kin,2.2464892197873603,VIPER
Q9UQ07,MOK,kin,2.876549946213218,VIPER
P00540,MOS,kin,-2.232374542614731,VIPER
P42345,MTOR,kin,4.536046896908169,VIPER
Q96PY6,NEK1,kin,-4.529204850724942,VIPER
P51955,NEK2,kin,-6.379119778379804,VIPER
P51957,NEK4,kin,-5.851058358120414,VIPER
Q6P3R8,NEK5,kin,-2.9126841931330105,VIPER
Q8TDX7,NEK7,kin,-5.4539370931216755,VIPER
Q86SG6,NEK8,kin,-4.361588446749478,VIPER
Q8TD19,NEK9,kin,-4.634675069044607,VIPER
