gene_ID	gene_name	difference	tstat	logpval	significant
A1BG	A1BG	-0.0119244883262576	-0.0119244883262576	1.00951413965578	NA
A1BG-AS1	A1BG-AS1	0.13180151313866	0.13180151313866	0.8951412896833	NA
A2M	A2M	0.97803791240761	0.97803791240761	0.328055573469281	NA
A2ML1	A2ML1	0.481490725019517	0.481490725019517	0.630167770104733	NA
A2MP1	A2MP1	-1.86714500223747	-1.86714500223747	1.93811865856787	NA
A3GALT2	A3GALT2	-2.07710219790003	-2.07710219790003	1.96220787222268	+
A4GALT	A4GALT	-0.385606345393681	-0.385606345393681	1.30021176691698	NA
AAAS	AAAS	0.785004870056287	0.785004870056287	0.432450713230008	NA
AACS	AACS	0.568007916225208	0.568007916225208	0.570029592667315	NA
AACSP1	AACSP1	-0.565479350025905	-0.565479350025905	1.42825223399051	NA
AADAC	AADAC	-0.565479350025905	-0.565479350025905	1.42825223399051	NA
AADACL2-AS1	AADACL2-AS1	-0.565479350025905	-0.565479350025905	1.42825223399051	NA
AADACP1	AADACP1	-1.61328270256882	-1.61328270256882	1.89331689722522	NA
AADAT	AADAT	0.549560876453021	0.549560876453021	0.58262059938533	NA
AAED1	AAED1	0.42982752017467	0.42982752017467	0.667321112359628	NA
AAGAB	AAGAB	0.639928384371287	0.639928384371287	0.52221915952952	NA
AAK1	AAK1	-0.547923055164837	-0.547923055164837	1.41625526255532	NA
AAMDC	AAMDC	1.24750261487422	1.24750261487422	0.212213262046761	NA
AAMP	AAMP	1.19489119770464	1.19489119770464	0.232129542421997	NA
AANAT	AANAT	-1.37973513361504	-1.37973513361504	1.83233178881257	NA
AAR2	AAR2	0.84408137125818	0.84408137125818	0.398623936711049	NA
AARD	AARD	0.968814392521516	0.968814392521516	0.332637804276746	NA
AARS	AARS	1.16572648529222	1.16572648529222	0.243725048286661	NA
AARS2	AARS2	0.192343433387876	0.192343433387876	0.847473198578946	NA
AARSD1	AARSD1	0.871119789366634	0.871119789366634	0.383688749909194	NA
AASDH	AASDH	0.211767419191612	0.211767419191612	0.832288487749329	NA
AASDHPPT	AASDHPPT	0.197860305095446	0.197860305095446	0.843154362076793	NA
