diff	lwr	upr	p adj	gene_name	cluster	mean_exp_clus	comparison
0.5136650312682645	0.2472096672998264	0.7801203952367026	2.152491824617409e-4	ARHGDIB	Comm_1	2.196310303580176	Comm_1-background
0.5562860012725324	0.2638255603599736	0.8487464421850912	2.584041361435307e-4	STARD3	Comm_1	1.196235490313659	Comm_1-background
0.5784078326122407	0.2723528404643085	0.8844628247601729	2.816872365380974e-4	RAPGEFL1	Comm_1	0.3110139094091288	Comm_1-background
0.5889320911472985	0.2530956147455797	0.9247685675490173	7.187924174916205e-4	C1orf54	Comm_1	0.1985600491103346	Comm_1-background
0.5127428270513248	0.2041344170692713	0.8213512370333783	0.00131725636140978	ERBB2	Comm_1	1.592735279429571	Comm_1-background
0.7446382446008707	0.2706737247971448	1.218602764404597	0.002332820675537528	FAM83E	Comm_1	0.0532996917598321	Comm_1-background
0.6733722030654579	0.2129410318566891	1.133803374274227	0.004497661511076112	GRB7	Comm_1	1.164077845493483	Comm_1-background
0.6511456453444728	0.2028014581183679	1.099489832570578	0.004773985740207265	FABP4	Comm_1	1.457983918965294	Comm_1-background
0.6940307475764077	0.2148670602877659	1.173194434865049	0.004884642329113564	LPCAT2	Comm_1	0.8543043428465394	Comm_1-background
0.7389213420673083	0.2239544648843396	1.253888219250277	0.00528557655447337	PPP1R1B	Comm_1	0.9568330149874714	Comm_1-background
0.6417272975480313	0.1670708624525498	1.116383732643513	0.00847213376877054	HOTAIR	Comm_1	0.1193991497613348	Comm_1-background
0.7107141171625726	0.1807763729701487	1.240651861354996	0.008998600961782954	CFHR3	Comm_1	0.7410451672239821	Comm_1-background
