diff	lwr	upr	p adj	gene_name	cluster	mean_exp_clus	comparison
0.8994457812542647	0.4095247988555726	1.389366763652957	4.106397522199989e-4	SPTSSB	Comm_6	0.4774829772217891	Comm_6-background
0.670238787048373	0.3041648674853181	1.036312706611428	4.2511382694288e-4	TMEM45B	Comm_6	0.1669130794870914	Comm_6-background
0.5055171346182488	0.1997836268190864	0.8112506424174111	0.001386960751928012	NR2F1	Comm_6	0.05557503384887771	Comm_6-background
0.5115323287818269	0.1680651803270872	0.8549994772365666	0.003836054264568123	ARHGEF38	Comm_6	0.234495297646663	Comm_6-background
0.5553722084576282	0.1619657727818102	0.9487786441334463	0.006043363807894164	SPINK8	Comm_6	0.3618133645381212	Comm_6-background
0.6244239219939116	0.1697272551607487	1.079120588827075	0.007519674195174519	APOD	Comm_6	1.858003798424574	Comm_6-background
0.5217965270350049	0.1375837434471135	0.9060093106228964	0.008188230129681062	HOXC8	Comm_6	0.2898958854029409	Comm_6-background
0.7898938012639696	0.2031268844500258	1.376660718077913	0.008749994485046875	AGR2	Comm_6	2.233815152735196	Comm_6-background
0.5022159166177642	0.1269680795508526	0.8774637536846759	0.00913757978493368	TOX3	Comm_6	0.2012051321042883	Comm_6-background
0.9423438626901119	0.232095245933521	1.652592479446703	0.009739781383360624	MAP1B	Comm_6	1.266832162325182	Comm_6-background
0.8204132278504845	0.200001210996322	1.440825244704647	0.009978531868805152	HMGCS2	Comm_6	0.4386560833457537	Comm_6-background
