diff	lwr	upr	p adj	gene_name	cluster	mean_exp_clus	comparison
1.693388091688785	1.08516887694918	2.301607306428389	2.059772612472699e-7	KCNJ3	Comm_7	0.4010176336326636	Comm_7-background
1.058620092121584	0.5495429782338087	1.567697206009358	7.073164229665085e-5	CGA	Comm_7	0.2270594104471392	Comm_7-background
0.8763827252950077	0.436291334672808	1.316474115917207	1.35937768172556e-4	CCDC170	Comm_7	0.3670404291472545	Comm_7-background
1.11600523214402	0.5411280319063769	1.690882432381664	1.953744600845519e-4	ESR1	Comm_7	1.588736447955975	Comm_7-background
0.9461610929758395	0.4406953312209991	1.45162685473068	3.197264202823291e-4	TPRG1	Comm_7	0.9102567929401274	Comm_7-background
0.7024359697542498	0.2998264624283059	1.105045477080194	7.629526171030188e-4	ADCY1	Comm_7	0.01906679329093979	Comm_7-background
1.302936695773819	0.5478492472574417	2.058024144290196	8.665993405236883e-4	CYP2B6	Comm_7	0.4523652022935656	Comm_7-background
0.8880188002600878	0.366642308725295	1.409395291794881	0.001003974936227947	CAPN8	Comm_7	0.9328569178900331	Comm_7-background
0.7524562281977696	0.3103415715566442	1.194570884838895	0.001012384879063966	NOVA1	Comm_7	0.05477491047331714	Comm_7-background
0.7847715763269483	0.3179667944018851	1.251576358252011	0.001159600413662254	AFF3	Comm_7	0.6202625047814871	Comm_7-background
1.346531597803756	0.5397844013267781	2.153278794280733	0.001254001426675866	CYP2B7P	Comm_7	1.097205380346181	Comm_7-background
0.7629767934412054	0.3002217687831235	1.225731818099287	0.001429320028325964	DACH1	Comm_7	0.07927526083822521	Comm_7-background
0.7095219444213225	0.2721456603398626	1.146898228502782	0.001692963008587012	SLC7A2	Comm_7	0.6628063810738378	Comm_7-background
1.230115163745004	0.4657378445734551	1.994492482916552	0.001837049141311331	TFF1	Comm_7	2.047731434089173	Comm_7-background
0.9258472940856809	0.3403771628175992	1.511317425353762	0.002188365211235777	PGR	Comm_7	0.2529883368384179	Comm_7-background
1.076573635271242	0.3791601890976856	1.773987081444799	0.002762016366286035	CLEC3A	Comm_7	0.5508444123225317	Comm_7-background
1.078321624725246	0.3668768082482378	1.789766441202254	0.003274516503604885	AGR3	Comm_7	1.864828068593698	Comm_7-background
0.7185623747341894	0.2326152091078447	1.204509540360534	0.004086728230181191	MLPH	Comm_7	1.861754117725228	Comm_7-background
0.7440757137292944	0.220041571411788	1.268109856046801	0.005764813609332675	SCUBE2	Comm_7	1.078857078450961	Comm_7-background
0.811978505127606	0.2303281506309622	1.39362885962425	0.006611690121435809	FOXA1	Comm_7	1.466316433108633	Comm_7-background
0.7026016934013924	0.1838531618432094	1.221350224959576	0.008357982069010506	PDZK1	Comm_7	0.5774117199670026	Comm_7-background
